"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"2973",2973,"MENATLAN","Atlantic menhaden Atlantic",1979,0.788129128,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2974",2974,"MENATLAN","Atlantic menhaden Atlantic",1980,1.202528381,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2975",2975,"MENATLAN","Atlantic menhaden Atlantic",1981,1.066896615,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2976",2976,"MENATLAN","Atlantic menhaden Atlantic",1982,0.886886259,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2977",2977,"MENATLAN","Atlantic menhaden Atlantic",1983,0.966726851,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2978",2978,"MENATLAN","Atlantic menhaden Atlantic",1984,1.116757656,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2979",2979,"MENATLAN","Atlantic menhaden Atlantic",1985,1.511524413,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2980",2980,"MENATLAN","Atlantic menhaden Atlantic",1986,0.50982134,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2981",2981,"MENATLAN","Atlantic menhaden Atlantic",1987,0.631609631,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2982",2982,"MENATLAN","Atlantic menhaden Atlantic",1988,0.906682601,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2983",2983,"MENATLAN","Atlantic menhaden Atlantic",1989,1.703822489,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2984",2984,"MENATLAN","Atlantic menhaden Atlantic",1990,1.838021299,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2985",2985,"MENATLAN","Atlantic menhaden Atlantic",1991,1.499678166,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2986",2986,"MENATLAN","Atlantic menhaden Atlantic",1992,1.468190725,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2987",2987,"MENATLAN","Atlantic menhaden Atlantic",1993,1.061349111,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2988",2988,"MENATLAN","Atlantic menhaden Atlantic",1994,0.834854548,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2989",2989,"MENATLAN","Atlantic menhaden Atlantic",1995,2.309617539,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2990",2990,"MENATLAN","Atlantic menhaden Atlantic",1996,2.135724843,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2991",2991,"MENATLAN","Atlantic menhaden Atlantic",1997,1.64036319,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2992",2992,"MENATLAN","Atlantic menhaden Atlantic",1998,1.585471685,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2993",2993,"MENATLAN","Atlantic menhaden Atlantic",1999,1.219545736,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2994",2994,"MENATLAN","Atlantic menhaden Atlantic",2000,1.2513538,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2995",2995,"MENATLAN","Atlantic menhaden Atlantic",2001,1.065369178,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2996",2996,"MENATLAN","Atlantic menhaden Atlantic",2002,1.001633676,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2997",2997,"MENATLAN","Atlantic menhaden Atlantic",2003,0.776306816,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2998",2998,"MENATLAN","Atlantic menhaden Atlantic",2004,0.803174674,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"2999",2999,"MENATLAN","Atlantic menhaden Atlantic",2005,0.696383973,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3000",3000,"MENATLAN","Atlantic menhaden Atlantic",2006,0.784068395,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3001",3001,"MENATLAN","Atlantic menhaden Atlantic",2007,0.615130145,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3002",3002,"MENATLAN","Atlantic menhaden Atlantic",2008,0.54193517,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3003",3003,"MENATLAN","Atlantic menhaden Atlantic",2009,0.505510886,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3004",3004,"MENATLAN","Atlantic menhaden Atlantic",2010,0.687240724,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3005",3005,"MENATLAN","Atlantic menhaden Atlantic",2011,0.732799465,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3006",3006,"MENATLAN","Atlantic menhaden Atlantic",2012,0.605299059,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3007",3007,"MENATLAN","Atlantic menhaden Atlantic",2013,0.393124619,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3008",3008,"MENATLAN","Atlantic menhaden Atlantic",2014,0.478617589,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3009",3009,"MENATLAN","Atlantic menhaden Atlantic",2015,0.600714124,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3010",3010,"MENATLAN","Atlantic menhaden Atlantic",2016,0.643290875,"F/Fmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic","menhaden"
"3011",3011,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1980,0.234635335,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3012",3012,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1981,0.226477104,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3013",3013,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1982,0.273705539,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3014",3014,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1983,0.283745185,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3015",3015,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1984,0.317006054,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3016",3016,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1985,0.365099784,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3017",3017,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1986,0.360187374,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3018",3018,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1987,0.449724529,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3019",3019,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1988,0.497500233,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3020",3020,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1989,0.638818542,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3021",3021,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1990,0.627105037,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3022",3022,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1991,0.66020521,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3023",3023,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1992,0.849039234,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3024",3024,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1993,1.236834736,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3025",3025,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1994,1.29768319,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3026",3026,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1995,1.572651791,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3027",3027,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1996,1.546809555,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3028",3028,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1997,1.376960248,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3029",3029,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1998,0.995679522,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3030",3030,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1999,1.066496345,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3031",3031,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2000,1.105500379,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3032",3032,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2001,1.234932129,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3033",3033,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2002,1.220357135,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3034",3034,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2003,1.309243412,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3035",3035,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2004,1.333980637,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3036",3036,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2005,1.220394478,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3037",3037,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2006,0.968263156,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3038",3038,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2007,0.719117011,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3039",3039,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2008,0.497311472,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3040",3040,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2009,0.381191573,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3041",3041,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2010,0.251764378,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3042",3042,"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2011,0.228468596,"F/Fmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank","monkfish"
"3043",3043,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1980,0.318494822,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3044",3044,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1981,0.205691245,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3045",3045,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1982,0.17743839,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3046",3046,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1983,0.183036917,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3047",3047,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1984,0.159430292,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3048",3048,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1985,0.171107905,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3049",3049,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1986,0.1596638,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3050",3050,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1987,0.163561144,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3051",3051,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1988,0.19361134,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3052",3052,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1989,0.392172806,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3053",3053,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1990,0.331801086,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3054",3054,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1991,0.42739968,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3055",3055,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1992,0.604895267,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3056",3056,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1993,0.710842537,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3057",3057,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1994,0.647671688,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3058",3058,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1995,0.783531922,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3059",3059,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1996,0.825652582,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3060",3060,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1997,0.941438515,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3061",3061,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1998,0.978493045,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3062",3062,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1999,0.850291237,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3063",3063,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2000,0.629422608,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3064",3064,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2001,0.641835526,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3065",3065,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2002,0.55218435,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3066",3066,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2003,0.624932775,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3067",3067,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2004,0.487099709,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3068",3068,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2005,0.51155913,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3069",3069,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2006,0.457475272,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3070",3070,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2007,0.405030446,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3071",3071,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2008,0.365039033,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3072",3072,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2009,0.289297743,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3073",3073,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2010,0.300104618,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3074",3074,"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2011,0.384708392,"F/Fmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic","monkfish"
"3075",3075,"POLL5YZ","Pollock NAFO-5YZ",1970,0.429602888,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3076",3076,"POLL5YZ","Pollock NAFO-5YZ",1971,0.498194946,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3077",3077,"POLL5YZ","Pollock NAFO-5YZ",1972,0.375451264,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3078",3078,"POLL5YZ","Pollock NAFO-5YZ",1973,0.469314079,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3079",3079,"POLL5YZ","Pollock NAFO-5YZ",1974,0.339350181,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3080",3080,"POLL5YZ","Pollock NAFO-5YZ",1975,0.324909747,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3081",3081,"POLL5YZ","Pollock NAFO-5YZ",1976,0.321299639,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3082",3082,"POLL5YZ","Pollock NAFO-5YZ",1977,0.40433213,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3083",3083,"POLL5YZ","Pollock NAFO-5YZ",1978,0.624548736,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3084",3084,"POLL5YZ","Pollock NAFO-5YZ",1979,0.563176895,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3085",3085,"POLL5YZ","Pollock NAFO-5YZ",1980,0.866425993,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3086",3086,"POLL5YZ","Pollock NAFO-5YZ",1981,0.996389892,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3087",3087,"POLL5YZ","Pollock NAFO-5YZ",1982,0.981949458,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3088",3088,"POLL5YZ","Pollock NAFO-5YZ",1983,0.9566787,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3089",3089,"POLL5YZ","Pollock NAFO-5YZ",1984,1.151624549,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3090",3090,"POLL5YZ","Pollock NAFO-5YZ",1985,1.231046931,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
"3091",3091,"POLL5YZ","Pollock NAFO-5YZ",1986,1.884476534,"F/Fmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank","pollock"
